owner,ticker,asset_type,type,amount,state,party,industry,senator
Joint,X,Stock,Purchase,"$250,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Joint,PYPL,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,PYPL,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,PYPL,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,PYPL,Stock,Purchase,"$50,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,ECOM,Stock Option,Sale (Full),"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,ECOM,Stock Option,Sale (Full),"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,ECOM,Stock Option,Sale (Full),"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,ECOM,Stock Option,Sale (Full),"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,PYPL,Stock,Purchase,"$100,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,F,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Auto Manufacturing,Tommy Tuberville
Joint,X,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Joint,MSFT,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,MRO,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Oil & Gas Production,Tommy Tuberville
Joint,MRO,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Oil & Gas Production,Tommy Tuberville
Joint,CLF,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Precious Metals,Tommy Tuberville
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Patrick J. Toomey
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Thomas R. Carper
Self,ROAD,Stock,Sale (Full),"$250,000 ",VA,Democrat,Engineering & Construction,Mark R. Warner
Spouse,UL,Stock,Sale (Full),"$50,000 ",ME,Republican,Package Goods/Cosmetics,Susan M. Collins
Spouse,WEX,Stock,Sale (Full),"$50,000 ",ME,Republican,EDP Services,Susan M. Collins
Spouse,VFC,Stock,Sale (Full),"$15,000 ",ME,Republican,Apparel,Susan M. Collins
Spouse,OTIS,Stock,Sale (Full),"$15,000 ",ME,Republican,,Susan M. Collins
Spouse,HSIC,Stock,Sale (Full),"$50,000 ",ME,Republican,Medical Specialities,Susan M. Collins
Spouse,CARR,Stock,Sale (Full),"$15,000 ",ME,Republican,,Susan M. Collins
Spouse,MMM,Stock,Sale (Full),"$50,000 ",ME,Republican,Medical/Dental Instruments,Susan M. Collins
Spouse,HSY,Stock,Purchase,"$50,000 ",ME,Republican,Specialty Foods,Susan M. Collins
Spouse,NVDA,Stock,Purchase,"$50,000 ",ME,Republican,Semiconductors,Susan M. Collins
Spouse,LIN,Stock,Purchase,"$50,000 ",ME,Republican,,Susan M. Collins
Spouse,AMZN,Stock,Purchase,"$50,000 ",ME,Republican,Catalog/Specialty Distribution,Susan M. Collins
Joint,INTC,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,GOLD,Stock,Purchase,"$100,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,BABA,Stock Option,Purchase,"$50,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,QCOM,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Radio And Television Broadcasting And Communications Equipment,Tommy Tuberville
Joint,BABA,Stock Option,Purchase,"$50,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,BABA,Stock Option,Purchase,"$100,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,QCOM,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Radio And Television Broadcasting And Communications Equipment,Tommy Tuberville
Joint,CLF,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,CLF,Stock Option,Purchase,"$15,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,X,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Steel/Iron Ore,Tommy Tuberville
Joint,INTC,Stock Option,Purchase,"$50,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,WBA,Stock,Purchase,"$15,000 ",AL,Republican,Medical/Nursing Services,Tommy Tuberville
Joint,VZ,Stock,Purchase,"$15,000 ",AL,Republican,Telecommunications Equipment,Tommy Tuberville
Joint,MMM,Stock,Purchase,"$15,000 ",AL,Republican,Medical/Dental Instruments,Tommy Tuberville
Joint,PFE,Stock,Purchase,"$15,000 ",AL,Republican,Major Pharmaceuticals,Tommy Tuberville
Joint,IBM,Stock,Purchase,"$15,000 ",AL,Republican,Computer Manufacturing,Tommy Tuberville
Joint,INTC,Stock,Purchase,"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,KO,Stock,Purchase,"$15,000 ",AL,Republican,Beverages (Production/Distribution),Tommy Tuberville
Joint,CSCO,Stock,Purchase,"$15,000 ",AL,Republican,Computer Communications Equipment,Tommy Tuberville
Joint,CVX,Stock,Purchase,"$15,000 ",AL,Republican,Integrated oil Companies,Tommy Tuberville
Joint,DOW,Stock,Purchase,"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,AMGN,Stock,Purchase,"$15,000 ",AL,Republican,Biotechnology: Biological Products (No Diagnostic Substances),Tommy Tuberville
Joint,INTC,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Semiconductors,Tommy Tuberville
Joint,CLF,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,SSYS,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Computer peripheral equipment,Tommy Tuberville
Joint,SSYS,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Computer peripheral equipment,Tommy Tuberville
Joint,SSYS,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Computer peripheral equipment,Tommy Tuberville
Joint,SSYS,Stock Option,Sale (Full),"$15,000 ",AL,Republican,Computer peripheral equipment,Tommy Tuberville
Joint,DUK,Stock,Sale (Full),"$50,000 ",AL,Republican,Power Generation,Tommy Tuberville
Joint,MDT,Stock,Sale (Full),"$50,000 ",AL,Republican,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Tommy Tuberville
Joint,ABBV,Stock,Sale (Full),"$15,000 ",AL,Republican,Major Pharmaceuticals,Tommy Tuberville
Joint,ABC,Stock,Sale (Full),"$50,000 ",AL,Republican,Other Pharmaceuticals,Tommy Tuberville
Joint,CTAS,Stock,Sale (Full),"$50,000 ",AL,Republican,Apparel,Tommy Tuberville
Joint,LMT,Stock,Sale (Full),"$50,000 ",AL,Republican,Military/Government/Technical,Tommy Tuberville
Joint,PEP,Stock,Sale (Full),"$15,000 ",AL,Republican,Beverages (Production/Distribution),Tommy Tuberville
Joint,PM,Stock,Sale (Full),"$50,000 ",AL,Republican,Farming/Seeds/Milling,Tommy Tuberville
Joint,PONCX,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,PG,Stock,Sale (Full),"$50,000 ",AL,Republican,Package Goods/Cosmetics,Tommy Tuberville
Joint,TSN,Stock,Sale (Full),"$50,000 ",AL,Republican,Meat/Poultry/Fish,Tommy Tuberville
Joint,XEL,Stock,Sale (Full),"$50,000 ",AL,Republican,Power Generation,Tommy Tuberville
Joint,ABQCX,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,FUN,Stock,Sale (Full),"$50,000 ",AL,Republican,Movies/Entertainment,Tommy Tuberville
Joint,CRWD,Stock,Sale (Full),"$50,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,FGSCX,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,GILD,Stock,Sale (Full),"$15,000 ",AL,Republican,Biotechnology: Biological Products (No Diagnostic Substances),Tommy Tuberville
Joint,CLOU,Stock,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,NWL,Stock,Sale (Full),"$50,000 ",AL,Republican,Plastic Products,Tommy Tuberville
Joint,PEGA,Stock,Sale (Full),"$50,000 ",AL,Republican,EDP Services,Tommy Tuberville
Joint,VTRS,Stock,Sale (Full),"$15,000 ",AL,Republican,Major Pharmaceuticals,Tommy Tuberville
Joint,ACN,Stock,Sale (Full),"$50,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,ADBE,Stock,Sale (Full),"$50,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,AWK,Stock,Sale (Full),"$50,000 ",AL,Republican,Water Supply,Tommy Tuberville
Joint,AAPL,Stock,Sale (Full),"$50,000 ",AL,Republican,Computer Manufacturing,Tommy Tuberville
Joint,CTAS,Stock,Sale (Full),"$50,000 ",AL,Republican,Apparel,Tommy Tuberville
Joint,LLY,Stock,Sale (Full),"$50,000 ",AL,Republican,Major Pharmaceuticals,Tommy Tuberville
Joint,MA,Stock,Sale (Full),"$15,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,MSFT,Stock,Sale (Full),"$50,000 ",AL,Republican,Computer Software: Prepackaged Software,Tommy Tuberville
Joint,NEE,Stock,Sale (Full),"$50,000 ",AL,Republican,Electric Utilities: Central,Tommy Tuberville
Joint,RTX,Stock,Sale (Full),"$15,000 ",AL,Republican,Aerospace,Tommy Tuberville
Joint,WMT,Stock,Sale (Full),"$15,000 ",AL,Republican,Department/Specialty Retail Stores,Tommy Tuberville
Spouse,LUBFX,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,GEMIX,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,CEF,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,XAR,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,PTMC,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,FIMKX,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,JHMM,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,WIW,Stock,Purchase,"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,NVDA,Stock,Purchase,"$15,000 ",DE,Democrat,Semiconductors,Thomas R. Carper
Spouse,GNR,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,ITA,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,MOO,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,SI,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,FIMKX,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,JHMM,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,WIW,Other Securities,Purchase,"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,KRE,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,SRVR,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,ITA,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,MOO,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,GEMIX,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,XAR,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,GLD,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,IVOO,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,CIBR,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,KBA,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,FDN,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,GBIL,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,C,Stock,Sale (Full),"$15,000 ",DE,Democrat,Major Banks,Thomas R. Carper
Spouse,IWN,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,TTE,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Oil & Gas Production,Thomas R. Carper
Spouse,QCOM,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Radio And Television Broadcasting And Communications Equipment,Thomas R. Carper
Spouse,ARCC,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Finance/Investors Services,Thomas R. Carper
Spouse,LMT,Stock,Sale (Full),"$15,000 ",DE,Democrat,Military/Government/Technical,Thomas R. Carper
Spouse,FXI,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,CVS,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Medical/Nursing Services,Thomas R. Carper
Spouse,NVDA,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Semiconductors,Thomas R. Carper
Spouse,MET,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Life Insurance,Thomas R. Carper
Spouse,AXS,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Property-Casualty Insurers,Thomas R. Carper
Spouse,GLAD,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Finance/Investors Services,Thomas R. Carper
Spouse,HASI,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Real Estate Investment Trusts,Thomas R. Carper
Spouse,ETN,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Industrial Machinery/Components,Thomas R. Carper
Spouse,XAR,Other Securities,Sale (Full),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,ABBV,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Major Pharmaceuticals,Thomas R. Carper
Spouse,RTX,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Aerospace,Thomas R. Carper
Spouse,GBIL,Other Securities,Sale (Full),"$50,000 ",DE,Democrat,,Thomas R. Carper
Spouse,IRM,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Real Estate Investment Trusts,Thomas R. Carper
Spouse,APO,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Investment Managers,Thomas R. Carper
Spouse,LHX,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Industrial Machinery/Components,Thomas R. Carper
Spouse,FIMKX,Other Securities,Sale (Partial),"$50,000 ",DE,Democrat,,Thomas R. Carper
Spouse,AAPL,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Computer Manufacturing,Thomas R. Carper
Spouse,CSCO,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Computer Communications Equipment,Thomas R. Carper
Spouse,GLW,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Telecommunications Equipment,Thomas R. Carper
Spouse,INTC,Stock,Sale (Partial),"$15,000 ",DE,Democrat,Semiconductors,Thomas R. Carper
Spouse,V,Stock,Purchase,"$15,000 ",DE,Democrat,Business Services,Thomas R. Carper
Spouse,VFH,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,WIW,Stock,Purchase,"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,VZ,Stock,Purchase,"$15,000 ",DE,Democrat,Telecommunications Equipment,Thomas R. Carper
Spouse,DLR,Stock,Purchase,"$15,000 ",DE,Democrat,Real Estate Investment Trusts,Thomas R. Carper
Spouse,RIO,Stock,Purchase,"$15,000 ",DE,Democrat,Precious Metals,Thomas R. Carper
Spouse,KBE,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,AMT,Stock,Purchase,"$15,000 ",DE,Democrat,Real Estate Investment Trusts,Thomas R. Carper
Spouse,SRVR,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,CEF,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,MOS,Stock,Purchase,"$15,000 ",DE,Democrat,Agricultural Chemicals,Thomas R. Carper
Spouse,GLD,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,LDP,Stock,Purchase,"$15,000 ",DE,Democrat,Finance Companies,Thomas R. Carper
Spouse,ITA,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,AQN,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,IGHG,Other Securities,Purchase,"$50,000 ",DE,Democrat,,Thomas R. Carper
Spouse,PTMC,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,PTNQ,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,AY,Stock,Purchase,"$15,000 ",DE,Democrat,Electric Utilities: Central,Thomas R. Carper
Spouse,JCI,Stock,Purchase,"$15,000 ",DE,Democrat,Other Consumer Services,Thomas R. Carper
Spouse,GMRE,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,FCPIX,Other Securities,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,BMY,Stock,Purchase,"$15,000 ",DE,Democrat,Major Pharmaceuticals,Thomas R. Carper
Spouse,DIS,Stock,Purchase,"$15,000 ",DE,Democrat,Services-Misc. Amusement & Recreation,Thomas R. Carper
Spouse,JNJ,Stock,Purchase,"$15,000 ",DE,Democrat,Major Pharmaceuticals,Thomas R. Carper
Spouse,NVS,Stock,Sale (Full),"$15,000 ",WV,Republican,Major Pharmaceuticals,Shelley Moore Capito
Self,VZ,Stock,Sale (Partial),"$15,000 ",WV,Republican,Telecommunications Equipment,Shelley Moore Capito
Spouse,USB,Stock,Sale (Partial),"$15,000 ",KS,Republican,Major Banks,Jerry Moran
Spouse,MSFT,Stock,Sale (Partial),"$15,000 ",KS,Republican,Computer Software: Prepackaged Software,Jerry Moran
Spouse,GILD,Stock,Sale (Full),"$15,000 ",KS,Republican,Biotechnology: Biological Products (No Diagnostic Substances),Jerry Moran
Spouse,XOM,Stock,Sale (Partial),"$15,000 ",KS,Republican,Integrated oil Companies,Jerry Moran
Spouse,CVS,Stock,Sale (Partial),"$15,000 ",KS,Republican,Medical/Nursing Services,Jerry Moran
Spouse,BRK.B,Stock,Sale (Partial),"$15,000 ",KS,Republican,,Jerry Moran
Spouse,BAC,Stock,Sale (Partial),"$15,000 ",KS,Republican,Major Banks,Jerry Moran
Spouse,AAPL,Stock,Sale (Partial),"$15,000 ",KS,Republican,Computer Manufacturing,Jerry Moran
Spouse,PII,Stock,Purchase,"$15,000 ",KS,Republican,Industrial Specialties,Jerry Moran
Spouse,PFE,Stock,Purchase,"$15,000 ",KS,Republican,Major Pharmaceuticals,Jerry Moran
Spouse,KMB,Stock,Purchase,"$15,000 ",KS,Republican,Containers/Packaging,Jerry Moran
Spouse,CMCSA,Stock,Purchase,"$15,000 ",KS,Republican,Television Services,Jerry Moran
Spouse,CSCO,Stock,Purchase,"$15,000 ",KS,Republican,Computer Communications Equipment,Jerry Moran
Spouse,CI,Stock,Purchase,"$15,000 ",KS,Republican,Medical Specialities,Jerry Moran
Spouse,BK,Stock,Purchase,"$15,000 ",KS,Republican,Major Banks,Jerry Moran
Self,USB,Stock,Sale (Partial),"$15,000 ",KS,Republican,Major Banks,Jerry Moran
Self,MSFT,Stock,Sale (Partial),"$15,000 ",KS,Republican,Computer Software: Prepackaged Software,Jerry Moran
Self,KR,Stock,Sale (Partial),"$15,000 ",KS,Republican,Food Chains,Jerry Moran
Self,GILD,Stock,Sale (Full),"$15,000 ",KS,Republican,Biotechnology: Biological Products (No Diagnostic Substances),Jerry Moran
Self,FB,Stock,Sale (Partial),"$15,000 ",KS,Republican,"Computer Software: Programming, Data Processing",Jerry Moran
Self,XOM,Stock,Sale (Partial),"$15,000 ",KS,Republican,Integrated oil Companies,Jerry Moran
Self,DVA,Stock,Sale (Partial),"$15,000 ",KS,Republican,Medical/Nursing Services,Jerry Moran
Self,CVS,Stock,Sale (Partial),"$15,000 ",KS,Republican,Medical/Nursing Services,Jerry Moran
Self,BRK.B,Stock,Sale (Partial),"$15,000 ",KS,Republican,,Jerry Moran
Self,BAC,Stock,Sale (Partial),"$15,000 ",KS,Republican,Major Banks,Jerry Moran
Self,AAPL,Stock,Sale (Partial),"$15,000 ",KS,Republican,Computer Manufacturing,Jerry Moran
Self,GOOG,Stock,Sale (Partial),"$15,000 ",KS,Republican,"Computer Software: Programming, Data Processing",Jerry Moran
Self,VZ,Stock,Purchase,"$15,000 ",KS,Republican,Telecommunications Equipment,Jerry Moran
Self,PII,Stock,Purchase,"$15,000 ",KS,Republican,Industrial Specialties,Jerry Moran
Self,PFE,Stock,Purchase,"$15,000 ",KS,Republican,Major Pharmaceuticals,Jerry Moran
Self,KMB,Stock,Purchase,"$15,000 ",KS,Republican,Containers/Packaging,Jerry Moran
Self,CMCSA,Stock,Purchase,"$15,000 ",KS,Republican,Television Services,Jerry Moran
Self,CSCO,Stock,Purchase,"$15,000 ",KS,Republican,Computer Communications Equipment,Jerry Moran
Self,CI,Stock,Purchase,"$15,000 ",KS,Republican,Medical Specialities,Jerry Moran
Self,BK,Stock,Purchase,"$15,000 ",KS,Republican,Major Banks,Jerry Moran
Self,IRT,Stock,Exchange,"$50,000 ",SD,Republican,Real Estate Investment Trusts,John Thune
Joint,AAPL,Stock,Sale (Partial),"$100,000 ",AL,Republican,Computer Manufacturing,Tommy Tuberville
Joint,PYPL,Stock Option,Sale (Full),"$50,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,QQQ,Stock Option,Purchase,"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,ECOM,Stock Option,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,CLF,Stock Option,Purchase,"$15,000 ",AL,Republican,Precious Metals,Tommy Tuberville
Joint,ECOM,Stock Option,Sale (Full),"$15,000 ",AL,Republican,,Tommy Tuberville
Joint,ECOM,Stock Option,Sale (Full),"$50,000 ",AL,Republican,,Tommy Tuberville
Joint,BABA,Stock,Sale (Partial),"$100,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,BABA,Stock,Purchase,"$50,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,BABA,Stock,Purchase,"$100,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,BABA,Stock,Purchase,"$100,000 ",AL,Republican,Business Services,Tommy Tuberville
Joint,SSYS,Stock,Purchase,"$50,000 ",AL,Republican,Computer peripheral equipment,Tommy Tuberville
Self,DDOG,Stock,Sale (Full),"$50,000 ",TN,Republican,EDP Services,Bill Hagerty
Self,RHP,Stock,Sale (Full),"$250,000 ",TN,Republican,Real Estate Investment Trusts,Bill Hagerty
Self,RNR,Stock,Sale (Partial),"$500,000 ",TN,Republican,Property-Casualty Insurers,Bill Hagerty
Self,RHP,Stock,Sale (Partial),"$50,000 ",TN,Republican,Real Estate Investment Trusts,Bill Hagerty
Self,RNR,Stock,Sale (Partial),"$500,000 ",TN,Republican,Property-Casualty Insurers,Bill Hagerty
Self,PNFP,Stock,Sale (Partial),"$250,000 ",TN,Republican,Major Banks,Bill Hagerty
Self,ENVA,Stock,Sale (Full),"$50,000 ",TN,Republican,Finance: Consumer Services,Bill Hagerty
Self,CCEP,Stock,Sale (Full),"$100,000 ",TN,Republican,Beverages (Production/Distribution),Bill Hagerty
Self,BKEP,Stock,Sale (Full),"$50,000 ",TN,Republican,Natural Gas Distribution,Bill Hagerty
Self,NS,Stock,Sale (Full),"$100,000 ",TN,Republican,Natural Gas Distribution,Bill Hagerty
Self,CLDT,Stock,Sale (Full),"$15,000 ",TN,Republican,Real Estate Investment Trusts,Bill Hagerty
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Rick Scott
Spouse,SBIO,Other Securities,Sale (Partial),"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,CEM,Stock,Sale (Full),"$15,000 ",DE,Democrat,"Trusts, Except Educational, Religious, and Charitable",Thomas R. Carper
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Susan M. Collins
Self,VRM,Stock,Sale (Full),"$15,000 ",TN,Republican,Automotive Aftermarket,Bill Hagerty
Self,CTAA,Corporate Bond,Sale (Full),"$100,000 ",TN,Republican,,Bill Hagerty
Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Republican,Major Banks,Mitch Mcconnell
